Tanggal,Positif (Indonesia),Dirawat (Indonesia),Sembuh (Indonesia),Meninggal (Indonesia),Meninggal (Jakarta),Sembuh (Jakarta),Self-Isolation (Jakarta),Dirawat (Jakarta),Positif (Jakarta),Positif Aktif (Jakarta),Positif Harian (Indonesia),Dirawat Harian (Indonesia),Sembuh Harian (Indonesia),Meninggal Harian (Indonesia),Meninggal Harian (Jakarta),Sembuh Harian (Jakarta),Self-Isolation Harian (Jakarta),Dirawat Harian (Jakarta),Positif Harian (Jakarta),Positif Aktif Harian (Jakarta)
26/01/2023 ,"6,728,998","4,600","6,563,599","160,799","15,941","1,522,544",562,144,"1,539,191",706,322,-221,539,4,0,117,-14,-6,97,-20
27/01/2023 ,"6,729,209","4,526","6,563,882","160,801","15,941","1,522,655",515,144,"1,539,255",659,211,-74,283,2,0,111,-47,0,64,-47
28/01/2023 ,"6,729,209","4,526","6,563,882","160,801","15,941","1,522,740",507,137,"1,539,325",644,0,0,0,0,0,85,-8,-7,70,-15
29/01/2023 ,"6,729,573","4,435","6,564,335","160,803","15,942","1,522,817",497,132,"1,539,388",629,364,-91,453,2,1,77,-10,-5,63,-15
30/01/2023 ,"6,729,756","4,277","6,564,669","160,810","15,942","1,522,903",489,122,"1,539,456",611,183,-158,334,7,0,86,-8,-10,68,-18
31/01/2023 ,"6,730,016","4,270","6,564,932","160,814","15,942","1,522,973",509,129,"1,539,553",638,260,-7,263,4,0,70,20,7,97,27
01/02/2023 ,"6,730,289","4,264","6,565,208","160,817","15,942","1,523,015",531,145,"1,539,633",676,273,-6,276,3,0,42,22,16,80,38
02/02/2023 ,"6,730,537","4,304","6,565,411","160,822","15,942","1,523,068",595,129,"1,539,734",724,248,40,203,5,0,53,64,-16,101,48
03/02/2023 ,"6,730,778","4,268","6,565,684","160,826","15,944","1,523,178",540,134,"1,539,796",674,241,-36,273,4,2,110,-55,5,62,-50
04/02/2023 ,"6,730,964","4,216","6,565,917","160,831","15,946","1,523,262",523,126,"1,539,857",649,186,-52,233,5,2,84,-17,-8,61,-25
05/02/2023 ,"6,731,135","4,205","6,566,098","160,832","15,946","1,523,334",504,124,"1,539,908",628,171,-11,181,1,0,72,-19,-2,51,-21
06/02/2023 ,"6,731,304","4,062","6,566,404","160,838","15,947","1,523,440",463,127,"1,539,977",590,169,-143,306,6,1,106,-41,3,69,-38
07/02/2023 ,"6,731,696","4,186","6,566,663","160,847","15,948","1,523,491",611,127,"1,540,177",738,392,124,259,9,1,51,148,0,200,148
08/02/2023 ,"6,731,959","4,195","6,566,912","160,852","15,949","1,523,556",634,128,"1,540,267",762,263,9,249,5,1,65,23,1,90,24
09/02/2023 ,"6,732,179","4,155","6,567,169","160,855","15,949","1,523,659",633,114,"1,540,355",747,220,-40,257,3,0,103,-1,-14,88,-15
10/02/2023 ,"6,732,418","4,116","6,567,444","160,858","15,950","1,523,757",645,107,"1,540,459",752,239,-39,275,3,1,98,12,-7,104,5
11/02/2023 ,"6,732,618","4,103","6,567,655","160,860","15,951","1,523,850",643,107,"1,540,551",750,200,-13,211,2,1,93,-2,0,92,-2
12/02/2023 ,"6,732,799","4,092","6,567,843","160,864","15,952","1,523,936",633,106,"1,540,627",739,181,-11,188,4,1,86,-10,-1,76,-11
13/02/2023 ,"6,732,968","3,989","6,568,109","160,870","15,952","1,524,010",628,110,"1,540,700",738,169,-103,266,6,0,74,-5,4,73,-1
14/02/2023 ,"6,733,215","4,024","6,568,318","160,873","15,954","1,524,096",630,109,"1,540,789",739,247,35,209,3,2,86,2,-1,89,1
15/02/2023 ,"6,733,478","4,126","6,568,474","160,878","15,955","1,524,158",666,111,"1,540,890",777,263,102,156,5,1,62,36,2,101,38
16/02/2023 ,"6,733,697","4,136","6,568,681","160,880","15,955","1,524,271",662,111,"1,540,999",773,219,10,207,2,0,113,-4,0,109,-4
17/02/2023 ,"6,733,912","4,144","6,568,884","160,884","15,957","1,524,333",711,111,"1,541,112",822,215,8,203,4,2,62,49,0,113,49
18/02/2023 ,"6,734,102","3,720","6,569,498","160,884","15,957","1,524,433",698,111,"1,541,199",809,190,-424,614,0,0,100,-13,0,87,-13
19/02/2023 ,"6,734,215","3,657","6,569,672","160,886","15,958","1,524,529",660,111,"1,541,258",771,113,-63,174,2,1,96,-38,0,59,-38
20/02/2023 ,"6,734,334","3,536","6,569,910","160,888","15,958","1,524,625",612,111,"1,541,306",723,119,-121,238,2,0,96,-48,0,48,-48
21/02/2023 ,"6,734,606","3,604","6,570,110","160,892","15,960","1,524,774",565,104,"1,541,403",669,272,68,200,4,2,149,-47,-7,97,-54
22/02/2023 ,"6,734,818","3,619","6,570,305","160,894","15,960","1,524,774",637,124,"1,541,495",761,212,15,195,2,0,0,72,20,92,92
23/02/2023 ,"6,735,033","3,566","6,570,570","160,897","15,961","1,524,888",595,125,"1,541,569",720,215,-53,265,3,1,114,-42,1,74,-41
24/02/2023 ,"6,735,259","3,571","6,570,796","160,902","15,962","1,524,989",593,122,"1,541,666",715,226,5,226,5,1,101,-2,-3,97,-5
25/02/2023 ,"6,735,451","3,583","6,570,963","160,905","15,963","1,525,083",592,106,"1,541,744",698,192,12,167,3,1,94,-1,-16,78,-17
26/02/2023 ,"6,735,628","3,533","6,571,187","160,908","15,963","1,525,184",567,106,"1,541,820",673,177,-50,224,3,0,101,-25,0,76,-25
27/02/2023 ,"6,735,780","3,412","6,571,457","160,911","15,963","1,525,260",545,101,"1,541,869",646,152,-121,270,3,0,76,-22,-5,49,-27
28/02/2023 ,"6,736,046","3,440","6,571,692","160,914","15,963","1,525,330",571,106,"1,541,970",677,266,28,235,3,0,70,26,5,101,31
01/03/2023 ,"6,736,298","3,537","6,571,845","160,916","15,964","1,525,387",612,101,"1,542,064",713,252,97,153,2,1,57,41,-5,94,36
02/03/2023 ,"6,736,576","3,558","6,572,098","160,920","15,964","1,525,473",627,106,"1,542,170",733,278,21,253,4,0,86,15,5,106,20
03/03/2023 ,"6,736,787","3,530","6,572,332","160,925","15,964","1,525,556",640,105,"1,542,265",745,211,-28,234,5,0,83,13,-1,95,12
04/03/2023 ,"6,736,994","3,457","6,572,609","160,928","15,964","1,525,658",638,105,"1,542,365",743,207,-73,277,3,0,102,-2,0,100,-2
05/03/2023 ,"6,737,159","3,044","6,573,185","160,930","15,964","1,525,751",623,105,"1,542,443",728,165,-413,576,2,0,93,-15,0,78,-15
06/03/2023 ,"6,737,303","2,968","6,573,403","160,932","15,964","1,525,812",611,109,"1,542,496",720,144,-76,218,2,0,61,-12,4,53,-8
07/03/2023 ,"6,737,606","2,923","6,573,749","160,934","15,964","1,525,880",663,116,"1,542,623",779,303,-45,346,2,0,68,52,7,127,59
08/03/2023 ,"6,737,918","3,095","6,573,886","160,937","15,965","1,525,930",758,122,"1,542,775",880,312,172,137,3,1,50,95,6,152,101
09/03/2023 ,"6,738,225","3,107","6,547,117","160,941","15,966","1,526,038",786,127,"1,542,917",913,307,12,"-26,769",4,1,108,28,5,142,33
10/03/2023 ,"6,738,520","3,203","6,574,373","160,944","15,966","1,526,138",841,126,"1,543,071",967,295,96,"27,256",3,0,100,55,-1,154,54
11/03/2023 ,"6,738,844","3,325","6,574,574","160,945","15,966","1,526,249",851,129,"1,543,195",980,324,122,201,1,0,111,10,3,124,13
12/03/2023 ,"6,739,067","3,331","6,574,788","160,948","15,967","1,526,350",864,129,"1,543,310",993,223,6,214,3,1,101,13,0,115,13
13/03/2023 ,"6,739,289","3,240","6,575,099","160,950","15,967","1,526,428",893,134,"1,543,422","1,027",222,-91,311,2,0,78,29,5,112,34
14/03/2023 ,"6,739,669","3,366","6,575,350","160,953","15,968","1,526,501",953,135,"1,543,557","1,088",380,126,251,3,1,73,60,1,135,61
15/03/2023 ,"6,740,031","3,534","6,575,541","160,956","15,969","1,526,566","1,049",138,"1,543,722","1,187",362,168,191,3,1,65,96,3,165,99
16/03/2023 ,"6,740,404","3,666","6,575,775","160,963","15,970","1,526,700","1,094",132,"1,543,896","1,226",373,132,234,7,1,134,45,-6,174,39
17/03/2023 ,"6,740,727","3,701","6,576,058","160,968","15,972","1,526,854","1,071",151,"1,544,048","1,222",323,35,283,5,2,154,-23,19,152,-4
18/03/2023 ,"6,741,082","3,777","6,576,336","160,969","15,973","1,527,032","1,033",167,"1,544,205","1,200",355,76,278,1,1,178,-38,16,157,-22
19/03/2023 ,"6,741,354","3,841","6,576,542","160,971","15,973","1,527,158","1,035",167,"1,544,333","1,202",272,64,206,2,0,126,2,0,128,2
20/03/2023 ,"6,741,588","3,660","6,576,953","160,975","15,974","1,527,286","1,002",171,"1,544,433","1,173",234,-181,411,4,1,128,-33,4,100,-29
21/03/2023 ,"6,742,061","3,809","6,577,275","160,997","15,974","1,527,390","1,101",170,"1,544,635","1,271",473,149,322,22,0,104,99,-1,202,98
22/03/2023 ,"6,742,510","4,100","6,577,428","160,982","15,975","1,527,482","1,235",167,"1,544,859","1,402",449,291,153,-15,1,92,134,-3,224,131
23/03/2023 ,"6,742,814","4,178","6,577,652","160,984","15,975","1,527,670","1,204",160,"1,545,009","1,364",304,78,224,2,0,188,-31,-7,150,-38
24/03/2023 ,"6,743,171","4,244","6,577,942","160,985","15,975","1,527,826","1,193",160,"1,545,154","1,353",357,66,290,1,0,156,-11,0,145,-11
25/03/2023 ,"6,743,607","4,352","6,578,261","160,994","15,977","1,527,956","1,233",161,"1,545,327","1,394",436,108,319,9,2,130,40,1,173,41
26/03/2023 ,"6,744,033","4,532","6,578,507","160,994","15,977","1,528,117","1,277",161,"1,545,532","1,438",426,180,246,0,0,161,44,0,205,44
27/03/2023 ,"6,744,362","4,425","6,578,937","161,000","15,977","1,528,299","1,232",161,"1,545,669","1,393",329,-107,430,6,0,182,-45,0,137,-45
28/03/2023 ,"6,744,873","4,755","6,579,113","161,005","15,978","1,528,397","1,355",173,"1,545,903","1,528",511,330,176,5,1,98,123,12,234,135
29/03/2023 ,"6,745,453","4,861","6,579,584","161,008","15,978","1,528,500","1,504",161,"1,546,143","1,665",580,106,471,3,0,103,149,-12,240,137
30/03/2023 ,"6,746,009","5,012","6,579,985","161,012","15,978","1,528,772","1,451",182,"1,546,383","1,633",556,151,401,4,0,272,-53,21,240,-32
31/03/2023 ,"6,746,474","5,226","6,580,228","161,020","15,981","1,528,900","1,521",177,"1,546,579","1,698",465,214,243,8,3,128,70,-5,196,65
01/04/2023 ,"6,746,960","5,410","6,580,527","161,023","15,982","1,529,197","1,449",170,"1,546,798","1,619",486,184,299,3,1,297,-72,-7,219,-79
02/04/2023 ,"6,747,363","5,655","6,580,681","161,027","15,982","1,529,197","1,631",190,"1,547,000","1,821",403,245,154,4,0,0,182,20,202,202
03/04/2023 ,"6,747,692","5,549","6,581,113","161,030","15,982","1,529,380","1,595",179,"1,547,136","1,774",329,-106,432,3,0,183,-36,-11,136,-47
04/04/2023 ,"6,748,308","5,837","6,581,436","161,035","15,984","1,529,543","1,658",186,"1,547,371","1,844",616,288,323,5,2,163,63,7,235,70
05/04/2023 ,"6,748,973","5,945","6,581,989","161,039","15,985","1,529,673","1,786",207,"1,547,651","1,993",665,108,553,4,1,130,128,21,280,149
06/04/2023 ,"6,749,564","6,111","6,582,409","161,044","15,986","1,529,868","1,878",197,"1,547,929","2,075",591,166,420,5,1,195,92,-10,278,82
07/04/2023 ,"6,750,183","6,360","6,582,777","161,046","15,987","1,530,107","1,916",214,"1,548,224","2,130",619,249,368,2,1,239,38,17,295,55
08/04/2023 ,"6,750,603","6,419","6,583,134","161,050","15,988","1,530,341","1,886",199,"1,548,414","2,085",420,59,357,4,1,234,-30,-15,190,-45
09/04/2023 ,"6,751,168","6,686","6,583,430","161,052","15,988","1,530,593","1,829",209,"1,548,619","2,038",565,267,296,2,0,252,-57,10,205,-47
10/04/2023 ,"6,751,662","6,599","6,584,006","161,057","15,988","1,530,909","1,735",209,"1,548,841","1,944",494,-87,576,5,0,316,-94,0,222,-94
11/04/2023 ,"6,752,606","6,827","6,584,708","161,071","15,992","1,531,074","1,922",226,"1,549,214","2,148",944,228,702,14,4,165,187,17,373,204
12/04/2023 ,"6,753,593","7,457","6,585,054","161,082","15,996","1,531,162","2,283",248,"1,549,689","2,531",987,630,346,11,4,88,361,22,475,383
13/04/2023 ,"6,754,583","7,719","6,585,768","161,096","16,000","1,531,554","2,321",255,"1,550,130","2,576",990,262,714,14,4,392,38,7,441,45
14/04/2023 ,"6,755,600","8,259","6,586,231","161,110","16,004","1,531,835","2,513",264,"1,550,616","2,777","1,017",540,463,14,4,281,192,9,486,201
15/04/2023 ,"6,756,541","8,689","6,586,736","161,116","16,006","1,532,062","2,679",264,"1,551,011","2,943",941,430,505,6,2,227,166,0,395,166
16/04/2023 ,"6,757,445","9,041","6,587,281","161,123","16,006","1,532,303","2,849",265,"1,551,423","3,114",904,352,545,7,0,241,170,1,412,171
17/04/2023 ,"6,758,170","9,024","6,588,017","161,129","16,009","1,532,483","2,959",266,"1,551,717","3,225",725,-17,736,6,3,180,110,1,294,111
18/04/2023 ,"6,759,513","9,776","6,588,597","161,140","16,017","1,532,321","3,607",315,"1,552,260","3,922","1,343",752,580,11,8,-162,648,49,543,697
19/04/2023 ,"6,760,755","10,448","6,589,155","161,152","16,017","1,532,844","3,607",315,"1,552,783","3,922","1,242",672,558,12,0,523,0,0,523,0
20/04/2023 ,"6,761,900","10,881","6,589,854","161,165","16,017","1,533,354","3,607",315,"1,553,293","3,922","1,145",433,699,13,0,510,0,0,510,0
21/04/2023 ,"6,762,804","11,002","6,590,632","161,170","16,017","1,533,856","3,489",315,"1,553,677","3,804",904,121,778,5,0,502,-118,0,384,-118
22/04/2023 ,"6,763,556","11,141","6,591,239","161,176","16,018","1,534,128","3,505",303,"1,553,954","3,808",752,139,607,6,1,272,16,-12,277,4
23/04/2023 ,"6,763,940","10,576","6,592,187","161,177","16,018","1,534,806","2,958",303,"1,554,085","3,261",384,-565,948,1,0,678,-547,0,131,-547
24/04/2023 ,"6,764,560","10,580","6,592,798","161,182","16,019","1,535,143","2,809",303,"1,554,274","3,112",620,4,611,5,1,337,-149,0,189,-149
25/04/2023 ,"6,765,727","10,898","6,593,639","161,190","16,019","1,535,535","2,814",303,"1,554,671","3,117","1,167",318,841,8,0,392,5,0,397,5
26/04/2023 ,"6,767,126","11,092","6,594,830","161,204","16,023","1,535,844","2,864",303,"1,555,034","3,167","1,399",194,"1,191",14,4,309,50,0,363,50
27/04/2023 ,"6,769,005","11,129","6,596,655","161,221","16,027","1,536,382","2,786",382,"1,555,577","3,168","1,879",37,"1,825",17,4,538,-78,79,543,1
28/04/2023 ,"6,771,072","11,849","6,597,965","161,258","16,033","1,537,020","2,792",388,"1,556,233","3,180","2,067",720,"1,310",37,6,638,6,6,656,12
29/04/2023 ,"6,773,146","13,099","6,598,775","161,272","16,034","1,537,356","3,146",401,"1,556,937","3,547","2,074","1,250",810,14,1,336,354,13,704,367
30/04/2023 ,"6,774,721","13,843","6,599,594","161,284","16,034","1,537,756","3,376",401,"1,557,567","3,777","1,575",744,819,12,0,400,230,0,630,230
01/05/2023 ,"6,775,613","13,880","6,600,433","161,300","16,037","1,538,012","3,381",405,"1,557,835","3,786",892,37,839,16,3,256,5,4,268,9
02/05/2023 ,"6,776,984","14,205","6,601,452","161,327","16,040","1,538,160","3,624",423,"1,558,247","4,047","1,371",325,"1,019",27,3,148,243,18,412,261
03/05/2023 ,"6,779,631","15,707","6,602,572","161,352","16,041","1,538,449","4,133",435,"1,559,058","4,568","2,647","1,502","1,120",25,1,289,509,12,811,521
04/05/2023 ,"6,782,048","16,953","6,603,711","161,384","16,043","1,538,846","4,529",425,"1,559,843","4,954","2,417","1,246","1,139",32,2,397,396,-10,785,386
05/05/2023 ,"6,784,170","17,909","6,604,857","161,404","16,046","1,539,214","4,847",433,"1,560,540","5,280","2,122",956,"1,146",20,3,368,318,8,697,326
06/05/2023 ,"6,786,059","18,480","6,606,140","161,439","16,050","1,539,874","4,781",421,"1,561,126","5,202","1,889",571,"1,283",35,4,660,-66,-12,586,-78
07/05/2023 ,"6,787,354","18,496","6,607,399","161,459","16,053","1,540,404","4,728",409,"1,561,594","5,137","1,295",16,"1,259",20,3,530,-53,-12,468,-65
08/05/2023 ,"6,788,503","17,829","6,609,194","161,480","16,054","1,541,192","4,283",400,"1,561,929","4,683","1,149",-667,"1,795",21,1,788,-445,-9,335,-454
09/05/2023 ,"6,790,405","18,426","6,610,478","161,501","16,060","1,541,361","4,618",396,"1,562,435","5,014","1,902",597,"1,284",21,6,169,335,-4,506,331
10/05/2023 ,"6,792,173","18,877","6,611,770","161,526","16,060","1,541,979","4,618",396,"1,563,053","5,014","1,768",451,"1,292",25,0,618,0,0,618,0
11/05/2023 ,"6,793,750","19,067","6,613,136","161,547","16,065","1,542,446","4,658",367,"1,563,536","5,025","1,577",190,"1,366",21,5,467,40,-29,483,11
12/05/2023 ,"6,795,221","18,918","6,614,729","161,574","16,068","1,543,196","4,392",350,"1,564,006","4,742","1,471",-149,"1,593",27,3,750,-266,-17,470,-283
13/05/2023 ,"6,796,466","18,542","6,616,325","161,599","16,074","1,544,099","3,898",339,"1,564,410","4,237","1,245",-376,"1,596",25,6,903,-494,-11,404,-505
14/05/2023 ,"6,797,336","18,179","6,617,548","161,609","16,076","1,544,767","3,566",318,"1,564,727","3,884",870,-363,"1,223",10,2,668,-332,-21,317,-353
15/05/2023 ,"6,798,097","16,677","6,619,790","161,630","16,080","1,545,339","3,239",302,"1,564,960","3,541",761,"-1,502","2,242",21,4,572,-327,-16,233,-343
16/05/2023 ,"6,798,736","16,553","6,620,545","161,638","16,082","1,545,690","3,020",299,"1,565,091","3,319",639,-124,755,8,2,351,-219,-3,131,-222
17/05/2023 ,"6,799,760","16,558","6,621,556","161,646","16,082","1,546,668","2,350",262,"1,565,362","2,612","1,024",5,"1,011",8,0,978,-670,-37,271,-707
18/05/2023 ,"6,800,425","16,305","6,622,467","161,653","16,082","1,546,668","2,476",319,"1,565,545","2,795",665,-253,911,7,0,0,126,57,183,183
19/05/2023 ,,,,,"16,082","1,547,197","2,073",312,"1,565,664","2,385","-6,800,425","-16,305","-6,622,467","-161,653",0,529,-403,-7,119,-410
20/05/2023 ,"6,801,615","15,707","6,624,237","161,671","16,088","1,547,902","1,569",274,"1,565,833","1,843","6,801,615","15,707","6,624,237","161,671",6,705,-504,-38,169,-542
21/05/2023 ,"6,802,090","15,207","6,625,209","161,674","16,088","1,548,022","1,569",274,"1,565,953","1,843",475,-500,972,3,0,120,0,0,120,0
22/05/2023 ,"6,802,514","14,657","6,626,174","161,683","16,090","1,548,472","1,198",274,"1,566,034","1,472",424,-550,965,9,2,450,-371,0,81,-371
23/05/2023 ,,,,,"16,094","1,548,719","1,169",243,"1,566,225","1,412","-6,802,514","-14,657","-6,626,174","-161,683",4,247,-29,-31,191,-60
24/05/2023 ,,,,,"16,096","1,548,896","1,117",251,"1,566,360","1,368",0,0,0,0,2,177,-52,8,135,-44
25/05/2023 ,,,,,"16,097","1,549,089","1,073",232,"1,566,491","1,305",0,0,0,0,1,193,-44,-19,131,-63
26/05/2023 ,,,,,"16,097","1,549,283","1,002",232,"1,566,614","1,234",0,0,0,0,0,194,-71,0,123,-71
27/05/2023 ,,,,,"16,099","1,549,329","1,070",222,"1,566,720","1,292",0,0,0,0,2,46,68,-10,106,58
28/05/2023 ,,,,,"16,099","1,549,596",876,219,"1,566,790","1,095",0,0,0,0,0,267,-194,-3,70,-197
29/05/2023 ,,,,,"16,102","1,549,783",758,218,"1,566,861",976,0,0,0,0,3,187,-118,-1,71,-119
30/05/2023 ,,,,,"16,102","1,549,893",780,211,"1,566,986",991,0,0,0,0,0,110,22,-7,125,15
31/05/2023 ,,,,,"16,103","1,549,977",814,200,"1,567,094","1,014",0,0,0,0,1,84,34,-11,108,23
01/06/2023 ,,,,,"16,103","1,550,291",625,160,"1,567,179",785,0,0,0,0,0,314,-189,-40,85,-229
02/06/2023 ,,,,,"16,103","1,550,293",643,187,"1,567,226",830,0,0,0,0,0,2,18,27,47,45
03/06/2023 ,,,,,"16,103","1,550,420",572,187,"1,567,282",759,0,0,0,0,0,127,-71,0,56,-71
04/06/2023 ,,,,,"16,104","1,550,534",513,179,"1,567,330",692,0,0,0,0,1,114,-59,-8,48,-67
05/06/2023 ,,,,,"16,104","1,550,648",452,179,"1,567,383",631,0,0,0,0,0,114,-61,0,53,-61
06/06/2023 ,,,,,"16,105","1,550,715",466,176,"1,567,462",642,0,0,0,0,1,67,14,-3,79,11
07/06/2023 ,,,,,"16,107","1,550,773",495,160,"1,567,535",655,0,0,0,0,2,58,29,-16,73,13
08/06/2023 ,,,,,"16,107","1,550,907",420,159,"1,567,593",579,0,0,0,0,0,134,-75,-1,58,-76
09/06/2023 ,,,,,"16,108","1,551,044",354,128,"1,567,634",482,0,0,0,0,1,137,-66,-31,41,-97
10/06/2023 ,,,,,"16,108","1,551,094",354,128,"1,567,684",482,0,0,0,0,0,50,0,0,50,0
11/06/2023 ,,,,,"16,108","1,551,137",346,128,"1,567,719",474,0,0,0,0,0,43,-8,0,35,-8
12/06/2023 ,,,,,"16,109","1,551,189",325,128,"1,567,751",453,0,0,0,0,1,52,-21,0,32,-21
13/06/2023 ,,,,,"16,109","1,551,238",323,119,"1,567,789",442,0,0,0,0,0,49,-2,-9,38,-11
14/06/2023 ,,,,,"16,109","1,551,278",323,127,"1,567,837",450,0,0,0,0,0,40,0,8,48,8
15/06/2023 ,,,,,"16,112","1,551,355",293,116,"1,567,876",409,0,0,0,0,3,77,-30,-11,39,-41
16/06/2023 ,,,,,"16,112","1,551,427",260,110,"1,567,909",370,0,0,0,0,0,72,-33,-6,33,-39
17/06/2023 ,,,,,"16,112","1,551,481",236,110,"1,567,939",346,0,0,0,0,0,54,-24,0,30,-24
18/06/2023 ,,,,,"16,112","1,551,521",220,103,"1,567,956",323,0,0,0,0,0,40,-16,-7,17,-23
19/06/2023 ,,,,,"16,112","1,551,582",173,102,"1,567,969",275,0,0,0,0,0,61,-47,-1,13,-48
20/06/2023 ,,,,,"16,113","1,551,614",177,102,"1,568,006",279,0,0,0,0,1,32,4,0,37,4
21/06/2023 ,,,,,"16,113","1,551,649",173,95,"1,568,030",268,0,0,0,0,0,35,-4,-7,24,-11
22/06/2023 ,,,,,"16,113","1,551,687",161,95,"1,568,056",256,0,0,0,0,0,38,-12,0,26,-12
23/06/2023 ,,,,,"16,114","1,551,731",159,82,"1,568,086",241,0,0,0,0,1,44,-2,-13,30,-15
24/06/2023 ,,,,,"16,114","1,551,764",146,82,"1,568,106",228,0,0,0,0,0,33,-13,0,20,-13
25/06/2023 ,,,,,"16,115","1,551,803",139,67,"1,568,124",206,0,0,0,0,1,39,-7,-15,18,-22
26/06/2023 ,,,,,"16,115","1,551,828",124,67,"1,568,134",191,0,0,0,0,0,25,-15,0,10,-15
27/06/2023 ,,,,,"16,115","1,551,845",126,67,"1,568,153",193,0,0,0,0,0,17,2,0,19,2
28/06/2023 ,,,,,"16,115","1,551,857",129,63,"1,568,164",192,0,0,0,0,0,12,3,-4,11,-1
29/06/2023 ,,,,,"16,115","1,551,896",117,44,"1,568,172",161,0,0,0,0,0,39,-12,-19,8,-31
30/06/2023 ,,,,,"16,115","1,551,920",106,42,"1,568,183",148,0,0,0,0,0,24,-11,-2,11,-13
